,filename,components,smiles,"Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
1461239,je800110r,decane,CCCCCCCCCC,740.2,1.0,,,,,,,,,,,,
1461240,je800110r,decane,CCCCCCCCCC,740.2,1.0,,,,,,,,,,,,
1461241,je800110r,decane,CCCCCCCCCC,740.1,1.0,,,,,,,,,,,,
1461242,je800110r,decane,CCCCCCCCCC,740.1,1.0,,,,,,,,,,,,
1461243,je800110r,decane,CCCCCCCCCC,740.1,1.0,,,,,,,,,,,,
1461244,je800110r,decane,CCCCCCCCCC,740.1,1.0,,,,,,,,,,,,
1461245,je800110r,decane,CCCCCCCCCC,740.0,1.0,,,,,,,,,,,,
1461246,je800110r,decane,CCCCCCCCCC,740.1,1.0,,,,,,,,,,,,
1461247,je800110r,decane,CCCCCCCCCC,739.9,1.0,,,,,,,,,,,,
1461248,je800110r,decane,CCCCCCCCCC,739.9,1.0,,,,,,,,,,,,
1461249,je800110r,decane,CCCCCCCCCC,740.0,1.0,,,,,,,,,,,,
1461250,je800110r,decane,CCCCCCCCCC,739.9,1.0,,,,,,,,,,,,
1461251,je800110r,decane,CCCCCCCCCC,739.9,1.0,,,,,,,,,,,,
1461252,je800110r,decane,CCCCCCCCCC,739.9,1.0,,,,,,,,,,,,
1461253,je800110r,decane,CCCCCCCCCC,739.9,1.0,,,,,,,,,,,,
1461254,je800110r,decane,CCCCCCCCCC,739.9,1.0,,,,,,,,,,,,
1461255,je800110r,decane,CCCCCCCCCC,739.8,1.0,,,,,,,,,,,,
1461256,je800110r,decane,CCCCCCCCCC,739.9,1.0,,,,,,,,,,,,
1461257,je800110r,decane,CCCCCCCCCC,739.7,1.0,,,,,,,,,,,,
1461258,je800110r,decane,CCCCCCCCCC,739.7,1.0,,,,,,,,,,,,
1461259,je800110r,decane,CCCCCCCCCC,739.8,1.0,,,,,,,,,,,,
1461260,je800110r,decane,CCCCCCCCCC,739.7,1.0,,,,,,,,,,,,
1461261,je800110r,decane,CCCCCCCCCC,739.8,1.0,,,,,,,,,,,,
1461262,je800110r,decane,CCCCCCCCCC,739.7,1.0,,,,,,,,,,,,
1461263,je800110r,decane,CCCCCCCCCC,739.6,1.0,,,,,,,,,,,,
1461264,je800110r,decane,CCCCCCCCCC,739.7,1.0,,,,,,,,,,,,
1461265,je800110r,decane,CCCCCCCCCC,739.7,1.0,,,,,,,,,,,,
1461266,je800110r,decane,CCCCCCCCCC,739.6,1.0,,,,,,,,,,,,
1461267,je800110r,decane,CCCCCCCCCC,739.6,1.0,,,,,,,,,,,,
1461268,je800110r,decane,CCCCCCCCCC,739.7,1.0,,,,,,,,,,,,
1461269,je800110r,decane,CCCCCCCCCC,739.6,1.0,,,,,,,,,,,,
1461270,je800110r,decane,CCCCCCCCCC,739.6,1.0,,,,,,,,,,,,
1461271,je800110r,decane,CCCCCCCCCC,739.6,1.0,,,,,,,,,,,,
1461272,je800110r,decane,CCCCCCCCCC,739.6,1.0,,,,,,,,,,,,
1461273,je800110r,decane,CCCCCCCCCC,739.5,1.0,,,,,,,,,,,,
1461274,je800110r,decane,CCCCCCCCCC,739.5,1.0,,,,,,,,,,,,
1461275,je800110r,decane,CCCCCCCCCC,739.5,1.0,,,,,,,,,,,,
1461276,je800110r,decane,CCCCCCCCCC,739.4,1.0,,,,,,,,,,,,
1461277,je800110r,decane,CCCCCCCCCC,739.5,1.0,,,,,,,,,,,,
1461278,je800110r,decane,CCCCCCCCCC,739.5,1.0,,,,,,,,,,,,
1461279,je800110r,decane,CCCCCCCCCC,739.4,1.0,,,,,,,,,,,,
1461280,je800110r,decane,CCCCCCCCCC,739.5,1.0,,,,,,,,,,,,
1461281,je800110r,decane,CCCCCCCCCC,739.3,1.0,,,,,,,,,,,,
1461282,je800110r,decane,CCCCCCCCCC,739.3,1.0,,,,,,,,,,,,
1461283,je800110r,decane,CCCCCCCCCC,739.4,1.0,,,,,,,,,,,,
1461284,je800110r,decane,CCCCCCCCCC,739.3,1.0,,,,,,,,,,,,
1461285,je800110r,decane,CCCCCCCCCC,739.3,1.0,,,,,,,,,,,,
1461286,je800110r,decane,CCCCCCCCCC,739.4,1.0,,,,,,,,,,,,
1461287,je800110r,decane,CCCCCCCCCC,739.3,1.0,,,,,,,,,,,,
1461288,je800110r,decane,CCCCCCCCCC,739.3,1.0,,,,,,,,,,,,
1461289,je800110r,decane,CCCCCCCCCC,739.2,1.0,,,,,,,,,,,,
1461290,je800110r,decane,CCCCCCCCCC,739.3,1.0,,,,,,,,,,,,
1461291,je800110r,decane,CCCCCCCCCC,739.2,1.0,,,,,,,,,,,,
1461292,je800110r,decane,CCCCCCCCCC,739.2,1.0,,,,,,,,,,,,
1461293,je800110r,decane,CCCCCCCCCC,739.2,1.0,,,,,,,,,,,,
1461294,je800110r,decane,CCCCCCCCCC,739.2,1.0,,,,,,,,,,,,
1461295,je800110r,decane,CCCCCCCCCC,739.1,1.0,,,,,,,,,,,,
1461296,je800110r,decane,CCCCCCCCCC,739.1,1.0,,,,,,,,,,,,
1461297,je800110r,decane,CCCCCCCCCC,739.0,1.0,,,,,,,,,,,,
1461298,je800110r,decane,CCCCCCCCCC,739.1,1.0,,,,,,,,,,,,
1461299,je800110r,decane,CCCCCCCCCC,739.1,1.0,,,,,,,,,,,,
1461300,je800110r,decane,CCCCCCCCCC,739.0,1.0,,,,,,,,,,,,
1461301,je800110r,decane,CCCCCCCCCC,739.0,1.0,,,,,,,,,,,,
1461302,je800110r,decane,CCCCCCCCCC,739.0,1.0,,,,,,,,,,,,
1461303,je800110r,decane,CCCCCCCCCC,739.0,1.0,,,,,,,,,,,,
1461304,je800110r,decane,CCCCCCCCCC,738.9,1.0,,,,,,,,,,,,
1461305,je800110r,decane,CCCCCCCCCC,739.0,1.0,,,,,,,,,,,,
1461306,je800110r,decane,CCCCCCCCCC,739.1,1.0,,,,,,,,,,,,
1461307,je800110r,decane,CCCCCCCCCC,738.9,1.0,,,,,,,,,,,,
1461308,je800110r,decane,CCCCCCCCCC,738.9,1.0,,,,,,,,,,,,
1461309,je800110r,decane,CCCCCCCCCC,739.0,1.0,,,,,,,,,,,,
1461310,je800110r,decane,CCCCCCCCCC,738.8,1.0,,,,,,,,,,,,
1461311,je800110r,decane,CCCCCCCCCC,738.9,1.0,,,,,,,,,,,,
1461312,je800110r,decane,CCCCCCCCCC,738.8,1.0,,,,,,,,,,,,
1461313,je800110r,decane,CCCCCCCCCC,738.9,1.0,,,,,,,,,,,,
1461314,je800110r,decane,CCCCCCCCCC,738.7,1.0,,,,,,,,,,,,
1461315,je800110r,decane,CCCCCCCCCC,738.8,1.0,,,,,,,,,,,,
1461316,je800110r,decane,CCCCCCCCCC,738.8,1.0,,,,,,,,,,,,
1461317,je800110r,decane,CCCCCCCCCC,738.9,1.0,,,,,,,,,,,,
1461318,je800110r,decane,CCCCCCCCCC,738.8,1.0,,,,,,,,,,,,
1461319,je800110r,decane,CCCCCCCCCC,738.7,1.0,,,,,,,,,,,,
1461320,je800110r,decane,CCCCCCCCCC,738.8,1.0,,,,,,,,,,,,
1461321,je800110r,decane,CCCCCCCCCC,738.8,1.0,,,,,,,,,,,,
1461322,je800110r,decane,CCCCCCCCCC,738.7,1.0,,,,,,,,,,,,
1461323,je800110r,decane,CCCCCCCCCC,738.7,1.0,,,,,,,,,,,,
1461324,je800110r,decane,CCCCCCCCCC,738.6,1.0,,,,,,,,,,,,
1461325,je800110r,decane,CCCCCCCCCC,738.7,1.0,,,,,,,,,,,,
1461326,je800110r,decane,CCCCCCCCCC,738.7,1.0,,,,,,,,,,,,
1461327,je800110r,decane,CCCCCCCCCC,738.6,1.0,,,,,,,,,,,,
1461328,je800110r,decane,CCCCCCCCCC,738.7,1.0,,,,,,,,,,,,
1461329,je800110r,decane,CCCCCCCCCC,738.7,1.0,,,,,,,,,,,,
1461330,je800110r,decane,CCCCCCCCCC,738.6,1.0,,,,,,,,,,,,
1461331,je800110r,decane,CCCCCCCCCC,738.7,1.0,,,,,,,,,,,,
1461332,je800110r,decane,CCCCCCCCCC,738.6,1.0,,,,,,,,,,,,
1461333,je800110r,decane,CCCCCCCCCC,738.6,1.0,,,,,,,,,,,,
1461334,je800110r,decane,CCCCCCCCCC,738.5,1.0,,,,,,,,,,,,
1461335,je800110r,decane,CCCCCCCCCC,738.5,1.0,,,,,,,,,,,,
1461336,je800110r,decane,CCCCCCCCCC,738.5,1.0,,,,,,,,,,,,
1461337,je800110r,decane,CCCCCCCCCC,738.5,1.0,,,,,,,,,,,,
1461338,je800110r,decane,CCCCCCCCCC,738.6,1.0,,,,,,,,,,,,
1461339,je800110r,decane,CCCCCCCCCC,738.4,1.0,,,,,,,,,,,,
1461340,je800110r,decane,CCCCCCCCCC,738.4,1.0,,,,,,,,,,,,
1461341,je800110r,decane,CCCCCCCCCC,738.4,1.0,,,,,,,,,,,,
1461342,je800110r,decane,CCCCCCCCCC,738.5,1.0,,,,,,,,,,,,
1461343,je800110r,decane,CCCCCCCCCC,738.4,1.0,,,,,,,,,,,,
1461344,je800110r,decane,CCCCCCCCCC,738.5,1.0,,,,,,,,,,,,
1461345,je800110r,decane,CCCCCCCCCC,738.3,1.0,,,,,,,,,,,,
1461346,je800110r,decane,CCCCCCCCCC,738.3,1.0,,,,,,,,,,,,
1461347,je800110r,decane,CCCCCCCCCC,738.4,1.0,,,,,,,,,,,,
1461348,je800110r,decane,CCCCCCCCCC,738.3,1.0,,,,,,,,,,,,
1461349,je800110r,decane,CCCCCCCCCC,738.3,1.0,,,,,,,,,,,,
1461350,je800110r,decane,CCCCCCCCCC,738.3,1.0,,,,,,,,,,,,
1461351,je800110r,decane,CCCCCCCCCC,738.4,1.0,,,,,,,,,,,,
1461352,je800110r,decane,CCCCCCCCCC,738.2,1.0,,,,,,,,,,,,
1461353,je800110r,decane,CCCCCCCCCC,738.3,1.0,,,,,,,,,,,,
1461354,je800110r,decane,CCCCCCCCCC,738.2,1.0,,,,,,,,,,,,
1461355,je800110r,decane,CCCCCCCCCC,738.2,1.0,,,,,,,,,,,,
1461356,je800110r,decane,CCCCCCCCCC,738.2,1.0,,,,,,,,,,,,
1461357,je800110r,decane,CCCCCCCCCC,738.1,1.0,,,,,,,,,,,,
1461358,je800110r,decane,CCCCCCCCCC,738.2,1.0,,,,,,,,,,,,
1461359,je800110r,decane,CCCCCCCCCC,738.2,1.0,,,,,,,,,,,,
1461360,je800110r,decane,CCCCCCCCCC,738.1,1.0,,,,,,,,,,,,
1461361,je800110r,decane,CCCCCCCCCC,738.2,1.0,,,,,,,,,,,,
1461362,je800110r,decane,CCCCCCCCCC,738.1,1.0,,,,,,,,,,,,
1461363,je800110r,decane,CCCCCCCCCC,738.1,1.0,,,,,,,,,,,,
1461364,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461365,je800110r,decane,CCCCCCCCCC,738.1,1.0,,,,,,,,,,,,
1461366,je800110r,decane,CCCCCCCCCC,738.2,1.0,,,,,,,,,,,,
1461367,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461368,je800110r,decane,CCCCCCCCCC,738.1,1.0,,,,,,,,,,,,
1461369,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461370,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461371,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461372,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461373,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461374,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461375,je800110r,decane,CCCCCCCCCC,738.1,1.0,,,,,,,,,,,,
1461376,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461377,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461378,je800110r,decane,CCCCCCCCCC,737.9,1.0,,,,,,,,,,,,
1461379,je800110r,decane,CCCCCCCCCC,738.0,1.0,,,,,,,,,,,,
1461380,je800110r,decane,CCCCCCCCCC,737.9,1.0,,,,,,,,,,,,
1461381,je800110r,decane,CCCCCCCCCC,737.9,1.0,,,,,,,,,,,,
1461382,je800110r,decane,CCCCCCCCCC,737.9,1.0,,,,,,,,,,,,
1461383,je800110r,decane,CCCCCCCCCC,737.8,1.0,,,,,,,,,,,,
1461384,je800110r,decane,CCCCCCCCCC,737.8,1.0,,,,,,,,,,,,
1461385,je800110r,decane,CCCCCCCCCC,737.9,1.0,,,,,,,,,,,,
1461386,je800110r,decane,CCCCCCCCCC,737.8,1.0,,,,,,,,,,,,
1461387,je800110r,decane,CCCCCCCCCC,737.7,1.0,,,,,,,,,,,,
1461388,je800110r,decane,CCCCCCCCCC,737.7,1.0,,,,,,,,,,,,
1461389,je800110r,decane,CCCCCCCCCC,737.8,1.0,,,,,,,,,,,,
1461390,je800110r,decane,CCCCCCCCCC,737.6,1.0,,,,,,,,,,,,
1461391,je800110r,decane,CCCCCCCCCC,737.7,1.0,,,,,,,,,,,,
1461392,je800110r,decane,CCCCCCCCCC,737.7,1.0,,,,,,,,,,,,
1461393,je800110r,decane,CCCCCCCCCC,737.6,1.0,,,,,,,,,,,,
1461394,je800110r,decane,CCCCCCCCCC,737.7,1.0,,,,,,,,,,,,
1461395,je800110r,decane,CCCCCCCCCC,737.7,1.0,,,,,,,,,,,,
1461396,je800110r,decane,CCCCCCCCCC,737.7,1.0,,,,,,,,,,,,
1461397,je800110r,decane,CCCCCCCCCC,737.7,1.0,,,,,,,,,,,,
1461398,je800110r,decane,CCCCCCCCCC,737.6,1.0,,,,,,,,,,,,
1461399,je800110r,decane,CCCCCCCCCC,737.7,1.0,,,,,,,,,,,,
1461400,je800110r,decane,CCCCCCCCCC,737.6,1.0,,,,,,,,,,,,
1461401,je800110r,decane,CCCCCCCCCC,737.6,1.0,,,,,,,,,,,,
1461402,je800110r,decane,CCCCCCCCCC,737.6,1.0,,,,,,,,,,,,
1461403,je800110r,decane,CCCCCCCCCC,737.6,1.0,,,,,,,,,,,,
1461404,je800110r,decane,CCCCCCCCCC,737.5,1.0,,,,,,,,,,,,
1461405,je800110r,decane,CCCCCCCCCC,737.6,1.0,,,,,,,,,,,,
1461406,je800110r,decane,CCCCCCCCCC,737.5,1.0,,,,,,,,,,,,
1461407,je800110r,decane,CCCCCCCCCC,737.6,1.0,,,,,,,,,,,,
1461408,je800110r,decane,CCCCCCCCCC,737.5,1.0,,,,,,,,,,,,
1461409,je800110r,decane,CCCCCCCCCC,737.4,1.0,,,,,,,,,,,,
1461410,je800110r,decane,CCCCCCCCCC,737.5,1.0,,,,,,,,,,,,
1461411,je800110r,decane,CCCCCCCCCC,737.5,1.0,,,,,,,,,,,,
1461412,je800110r,decane,CCCCCCCCCC,737.5,1.0,,,,,,,,,,,,
1461413,je800110r,decane,CCCCCCCCCC,737.3,1.0,,,,,,,,,,,,
1461414,je800110r,decane,CCCCCCCCCC,737.5,1.0,,,,,,,,,,,,
1461415,je800110r,decane,CCCCCCCCCC,737.4,1.0,,,,,,,,,,,,
1461416,je800110r,decane,CCCCCCCCCC,737.4,1.0,,,,,,,,,,,,
1461417,je800110r,decane,CCCCCCCCCC,737.4,1.0,,,,,,,,,,,,
1461418,je800110r,decane,CCCCCCCCCC,737.4,1.0,,,,,,,,,,,,
1461419,je800110r,decane,CCCCCCCCCC,737.4,1.0,,,,,,,,,,,,
1461420,je800110r,decane,CCCCCCCCCC,737.3,1.0,,,,,,,,,,,,
1461421,je800110r,decane,CCCCCCCCCC,737.3,1.0,,,,,,,,,,,,
1461422,je800110r,decane,CCCCCCCCCC,737.2,1.0,,,,,,,,,,,,
1461423,je800110r,decane,CCCCCCCCCC,737.2,1.0,,,,,,,,,,,,
1461424,je800110r,decane,CCCCCCCCCC,737.2,1.0,,,,,,,,,,,,
1461425,je800110r,decane,CCCCCCCCCC,737.2,1.0,,,,,,,,,,,,
1461426,je800110r,decane,CCCCCCCCCC,737.2,1.0,,,,,,,,,,,,
1461427,je800110r,decane,CCCCCCCCCC,737.3,1.0,,,,,,,,,,,,
1461428,je800110r,decane,CCCCCCCCCC,737.3,1.0,,,,,,,,,,,,
1461429,je800110r,decane,CCCCCCCCCC,737.3,1.0,,,,,,,,,,,,
1461430,je800110r,decane,CCCCCCCCCC,737.2,1.0,,,,,,,,,,,,
1461431,je800110r,decane,CCCCCCCCCC,737.1,1.0,,,,,,,,,,,,
1461432,je800110r,decane,CCCCCCCCCC,737.2,1.0,,,,,,,,,,,,
1461433,je800110r,decane,CCCCCCCCCC,737.0,1.0,,,,,,,,,,,,
1461434,je800110r,decane,CCCCCCCCCC,737.1,1.0,,,,,,,,,,,,
1461435,je800110r,decane,CCCCCCCCCC,737.2,1.0,,,,,,,,,,,,
1461436,je800110r,decane,CCCCCCCCCC,737.2,1.0,,,,,,,,,,,,
1461437,je800110r,decane,CCCCCCCCCC,737.1,1.0,,,,,,,,,,,,
1461438,je800110r,decane,CCCCCCCCCC,737.1,1.0,,,,,,,,,,,,
1461439,je800110r,decane,CCCCCCCCCC,736.9,1.0,,,,,,,,,,,,
1461440,je800110r,decane,CCCCCCCCCC,737.0,1.0,,,,,,,,,,,,
1461441,je800110r,decane,CCCCCCCCCC,737.0,1.0,,,,,,,,,,,,
1461442,je800110r,decane,CCCCCCCCCC,737.0,1.0,,,,,,,,,,,,
1461443,je800110r,decane,CCCCCCCCCC,737.0,1.0,,,,,,,,,,,,
1461444,je800110r,decane,CCCCCCCCCC,737.0,1.0,,,,,,,,,,,,
1461445,je800110r,decane,CCCCCCCCCC,737.0,1.0,,,,,,,,,,,,
1461446,je800110r,decane,CCCCCCCCCC,736.9,1.0,,,,,,,,,,,,
1461447,je800110r,decane,CCCCCCCCCC,736.8,1.0,,,,,,,,,,,,
1461448,je800110r,decane,CCCCCCCCCC,736.9,1.0,,,,,,,,,,,,
1461449,je800110r,decane,CCCCCCCCCC,736.9,1.0,,,,,,,,,,,,
1461450,je800110r,decane,CCCCCCCCCC,736.8,1.0,,,,,,,,,,,,
1461451,je800110r,decane,CCCCCCCCCC,736.8,1.0,,,,,,,,,,,,
1461452,je800110r,decane,CCCCCCCCCC,736.9,1.0,,,,,,,,,,,,
1461453,je800110r,decane,CCCCCCCCCC,736.7,1.0,,,,,,,,,,,,
1461454,je800110r,decane,CCCCCCCCCC,736.7,1.0,,,,,,,,,,,,
1461455,je800110r,decane,CCCCCCCCCC,736.7,1.0,,,,,,,,,,,,
1461456,je800110r,decane,CCCCCCCCCC,736.7,1.0,,,,,,,,,,,,
1461457,je800110r,decane,CCCCCCCCCC,736.7,1.0,,,,,,,,,,,,
1461458,je800110r,decane,CCCCCCCCCC,736.8,1.0,,,,,,,,,,,,
1461459,je800110r,decane,CCCCCCCCCC,736.5,1.0,,,,,,,,,,,,
1461460,je800110r,decane,CCCCCCCCCC,736.7,1.0,,,,,,,,,,,,
1461461,je800110r,decane,CCCCCCCCCC,736.6,1.0,,,,,,,,,,,,
1461462,je800110r,decane,CCCCCCCCCC,736.6,1.0,,,,,,,,,,,,
1461463,je800110r,decane,CCCCCCCCCC,736.5,1.0,,,,,,,,,,,,
1461464,je800110r,decane,CCCCCCCCCC,736.5,1.0,,,,,,,,,,,,
1461465,je800110r,decane,CCCCCCCCCC,736.5,1.0,,,,,,,,,,,,
1461466,je800110r,decane,CCCCCCCCCC,736.5,1.0,,,,,,,,,,,,
1461467,je800110r,decane,CCCCCCCCCC,736.5,1.0,,,,,,,,,,,,
1461468,je800110r,decane,CCCCCCCCCC,736.5,1.0,,,,,,,,,,,,
1461469,je800110r,decane,CCCCCCCCCC,736.5,1.0,,,,,,,,,,,,
1461470,je800110r,decane,CCCCCCCCCC,736.4,1.0,,,,,,,,,,,,
1461471,je800110r,decane,CCCCCCCCCC,736.4,1.0,,,,,,,,,,,,
1461472,je800110r,decane,CCCCCCCCCC,736.4,1.0,,,,,,,,,,,,
1461473,je800110r,decane,CCCCCCCCCC,736.4,1.0,,,,,,,,,,,,
1461474,je800110r,decane,CCCCCCCCCC,736.3,1.0,,,,,,,,,,,,
1461475,je800110r,decane,CCCCCCCCCC,736.3,1.0,,,,,,,,,,,,
1461476,je800110r,decane,CCCCCCCCCC,736.4,1.0,,,,,,,,,,,,
1461477,je800110r,decane,CCCCCCCCCC,736.4,1.0,,,,,,,,,,,,
1461478,je800110r,decane,CCCCCCCCCC,736.2,1.0,,,,,,,,,,,,
1461479,je800110r,decane,CCCCCCCCCC,736.2,1.0,,,,,,,,,,,,
1461480,je800110r,decane,CCCCCCCCCC,736.3,1.0,,,,,,,,,,,,
1461481,je800110r,decane,CCCCCCCCCC,736.2,1.0,,,,,,,,,,,,
1461482,je800110r,decane,CCCCCCCCCC,736.3,1.0,,,,,,,,,,,,
1461483,je800110r,decane,CCCCCCCCCC,736.1,1.0,,,,,,,,,,,,
1461484,je800110r,decane,CCCCCCCCCC,736.2,1.0,,,,,,,,,,,,
1461485,je800110r,decane,CCCCCCCCCC,736.2,1.0,,,,,,,,,,,,
1461486,je800110r,decane,CCCCCCCCCC,736.2,1.0,,,,,,,,,,,,
1461487,je800110r,decane,CCCCCCCCCC,736.1,1.0,,,,,,,,,,,,
1461488,je800110r,decane,CCCCCCCCCC,736.0,1.0,,,,,,,,,,,,
1461489,je800110r,decane,CCCCCCCCCC,736.1,1.0,,,,,,,,,,,,
1461490,je800110r,decane,CCCCCCCCCC,736.1,1.0,,,,,,,,,,,,
1461491,je800110r,decane,CCCCCCCCCC,736.1,1.0,,,,,,,,,,,,
1461492,je800110r,decane,CCCCCCCCCC,736.0,1.0,,,,,,,,,,,,
1461493,je800110r,decane,CCCCCCCCCC,736.1,1.0,,,,,,,,,,,,
1461494,je800110r,decane,CCCCCCCCCC,736.0,1.0,,,,,,,,,,,,
1461495,je800110r,decane,CCCCCCCCCC,735.9,1.0,,,,,,,,,,,,
1461496,je800110r,decane,CCCCCCCCCC,736.0,1.0,,,,,,,,,,,,
1461497,je800110r,decane,CCCCCCCCCC,735.9,1.0,,,,,,,,,,,,
1461498,je800110r,decane,CCCCCCCCCC,735.9,1.0,,,,,,,,,,,,
1461499,je800110r,decane,CCCCCCCCCC,735.9,1.0,,,,,,,,,,,,
1461500,je800110r,decane,CCCCCCCCCC,735.9,1.0,,,,,,,,,,,,
1461501,je800110r,decane,CCCCCCCCCC,735.9,1.0,,,,,,,,,,,,
1461502,je800110r,decane,CCCCCCCCCC,735.8,1.0,,,,,,,,,,,,
1461503,je800110r,decane,CCCCCCCCCC,735.9,1.0,,,,,,,,,,,,
1461504,je800110r,decane,CCCCCCCCCC,735.8,1.0,,,,,,,,,,,,
1461505,je800110r,decane,CCCCCCCCCC,735.9,1.0,,,,,,,,,,,,
1461506,je800110r,decane,CCCCCCCCCC,735.7,1.0,,,,,,,,,,,,
1461507,je800110r,decane,CCCCCCCCCC,735.8,1.0,,,,,,,,,,,,
1461508,je800110r,decane,CCCCCCCCCC,735.8,1.0,,,,,,,,,,,,
1461509,je800110r,decane,CCCCCCCCCC,735.7,1.0,,,,,,,,,,,,
1461510,je800110r,decane,CCCCCCCCCC,735.7,1.0,,,,,,,,,,,,
1461511,je800110r,decane,CCCCCCCCCC,735.6,1.0,,,,,,,,,,,,
1461512,je800110r,decane,CCCCCCCCCC,735.7,1.0,,,,,,,,,,,,
1461513,je800110r,decane,CCCCCCCCCC,735.7,1.0,,,,,,,,,,,,
1461514,je800110r,decane,CCCCCCCCCC,735.7,1.0,,,,,,,,,,,,
1461515,je800110r,decane,CCCCCCCCCC,735.5,1.0,,,,,,,,,,,,
1461516,je800110r,decane,CCCCCCCCCC,735.5,1.0,,,,,,,,,,,,
1461517,je800110r,decane,CCCCCCCCCC,735.5,1.0,,,,,,,,,,,,
1461518,je800110r,decane,CCCCCCCCCC,735.5,1.0,,,,,,,,,,,,
1461519,je800110r,decane,CCCCCCCCCC,735.5,1.0,,,,,,,,,,,,
1461520,je800110r,decane,CCCCCCCCCC,735.5,1.0,,,,,,,,,,,,
1461521,je800110r,decane,CCCCCCCCCC,735.6,1.0,,,,,,,,,,,,
1461522,je800110r,decane,CCCCCCCCCC,735.5,1.0,,,,,,,,,,,,
1461523,je800110r,decane,CCCCCCCCCC,735.6,1.0,,,,,,,,,,,,
1461524,je800110r,decane,CCCCCCCCCC,735.3,1.0,,,,,,,,,,,,
1461525,je800110r,decane,CCCCCCCCCC,735.4,1.0,,,,,,,,,,,,
1461526,je800110r,decane,CCCCCCCCCC,735.5,1.0,,,,,,,,,,,,
1461527,je800110r,decane,CCCCCCCCCC,735.4,1.0,,,,,,,,,,,,
1461528,je800110r,decane,CCCCCCCCCC,735.3,1.0,,,,,,,,,,,,
1461529,je800110r,decane,CCCCCCCCCC,735.4,1.0,,,,,,,,,,,,
1461530,je800110r,decane,CCCCCCCCCC,735.4,1.0,,,,,,,,,,,,
1461531,je800110r,decane,CCCCCCCCCC,735.4,1.0,,,,,,,,,,,,
1461532,je800110r,decane,CCCCCCCCCC,735.3,1.0,,,,,,,,,,,,
1461533,je800110r,decane,CCCCCCCCCC,735.3,1.0,,,,,,,,,,,,
1461534,je800110r,decane,CCCCCCCCCC,735.3,1.0,,,,,,,,,,,,
1461535,je800110r,decane,CCCCCCCCCC,735.2,1.0,,,,,,,,,,,,
1461536,je800110r,decane,CCCCCCCCCC,735.2,1.0,,,,,,,,,,,,
1461537,je800110r,decane,CCCCCCCCCC,735.2,1.0,,,,,,,,,,,,
1461538,je800110r,decane,CCCCCCCCCC,735.1,1.0,,,,,,,,,,,,
1461539,je800110r,decane,CCCCCCCCCC,735.2,1.0,,,,,,,,,,,,
1461540,je800110r,decane,CCCCCCCCCC,735.2,1.0,,,,,,,,,,,,
1461541,je800110r,decane,CCCCCCCCCC,735.2,1.0,,,,,,,,,,,,
1461542,je800110r,decane,CCCCCCCCCC,735.2,1.0,,,,,,,,,,,,
1461543,je800110r,decane,CCCCCCCCCC,735.1,1.0,,,,,,,,,,,,
1461544,je800110r,decane,CCCCCCCCCC,735.2,1.0,,,,,,,,,,,,
1461545,je800110r,decane,CCCCCCCCCC,735.0,1.0,,,,,,,,,,,,
1461546,je800110r,decane,CCCCCCCCCC,735.2,1.0,,,,,,,,,,,,
1461547,je800110r,decane,CCCCCCCCCC,734.8,1.0,,,,,,,,,,,,
1461548,je800110r,decane,CCCCCCCCCC,735.0,1.0,,,,,,,,,,,,
1461549,je800110r,decane,CCCCCCCCCC,735.1,1.0,,,,,,,,,,,,
1461550,je800110r,decane,CCCCCCCCCC,735.0,1.0,,,,,,,,,,,,
1461551,je800110r,decane,CCCCCCCCCC,734.9,1.0,,,,,,,,,,,,
1461552,je800110r,decane,CCCCCCCCCC,735.0,1.0,,,,,,,,,,,,
1461553,je800110r,decane,CCCCCCCCCC,735.1,1.0,,,,,,,,,,,,
1461554,je800110r,decane,CCCCCCCCCC,734.9,1.0,,,,,,,,,,,,
1461555,je800110r,decane,CCCCCCCCCC,735.1,1.0,,,,,,,,,,,,
1461556,je800110r,decane,CCCCCCCCCC,735.0,1.0,,,,,,,,,,,,
1461557,je800110r,decane,CCCCCCCCCC,734.9,1.0,,,,,,,,,,,,
